"Ano	Estado	Mês	Número	Período"
"2015	Santa Catarina	Junho	104	01/01/2015"
"2016	Santa Catarina	Junho	79	01/01/2016"
"2017	Santa Catarina	Junho	70	01/01/2017"
"1998	Santa Catarina	Julho	0	01/01/1998"
"1999	Santa Catarina	Julho	2	01/01/1999"
"2000	Santa Catarina	Julho	21	01/01/2000"
"2001	Santa Catarina	Julho	5	01/01/2001"
"2002	Santa Catarina	Julho	82	01/01/2002"
"2003	Santa Catarina	Julho	43	01/01/2003"
"2004	Santa Catarina	Julho	94	01/01/2004"
"2005	Santa Catarina	Julho	90	01/01/2005"
"2006	Santa Catarina	Julho	74	01/01/2006"
"2007	Santa Catarina	Julho	12	01/01/2007"
"2008	Santa Catarina	Julho	46	01/01/2008"
"2009	Santa Catarina	Julho	26	01/01/2009"
"2010	Santa Catarina	Julho	31	01/01/2010"
"2011	Santa Catarina	Julho	31	01/01/2011"
"2012	Santa Catarina	Julho	42	01/01/2012"
"2013	Santa Catarina	Julho	69	01/01/2013"
"2014	Santa Catarina	Julho	82	01/01/2014"
"2015	Santa Catarina	Julho	45	01/01/2015"
"2016	Santa Catarina	Julho	480	01/01/2016"
"2017	Santa Catarina	Julho	591	01/01/2017"
"1998	Santa Catarina	Agosto	0	01/01/1998"
"1999	Santa Catarina	Agosto	51	01/01/1999"
"2000	Santa Catarina	Agosto	69	01/01/2000"
"2001	Santa Catarina	Agosto	24	01/01/2001"
"2002	Santa Catarina	Agosto	702	01/01/2002"
"2003	Santa Catarina	Agosto	1.513	01/01/2003"
"2004	Santa Catarina	Agosto	728	01/01/2004"
"2005	Santa Catarina	Agosto	391	01/01/2005"
"2006	Santa Catarina	Agosto	728	01/01/2006"
"2007	Santa Catarina	Agosto	462	01/01/2007"
"2008	Santa Catarina	Agosto	51	01/01/2008"
"2009	Santa Catarina	Agosto	759	01/01/2009"
"2010	Santa Catarina	Agosto	511	01/01/2010"
"2011	Santa Catarina	Agosto	175	01/01/2011"
"2012	Santa Catarina	Agosto	398	01/01/2012"
"2013	Santa Catarina	Agosto	236	01/01/2013"
"2014	Santa Catarina	Agosto	459	01/01/2014"
"2015	Santa Catarina	Agosto	379	01/01/2015"
"2016	Santa Catarina	Agosto	765	01/01/2016"
"2017	Santa Catarina	Agosto	713	01/01/2017"
"1998	Santa Catarina	Setembro	6	01/01/1998"
"1999	Santa Catarina	Setembro	101	01/01/1999"
"2000	Santa Catarina	Setembro	36	01/01/2000"
"2001	Santa Catarina	Setembro	18	01/01/2001"
"2002	Santa Catarina	Setembro	416	01/01/2002"
"2003	Santa Catarina	Setembro	1.339	01/01/2003"
"2004	Santa Catarina	Setembro	755	01/01/2004"
"2005	Santa Catarina	Setembro	116	01/01/2005"
"2006	Santa Catarina	Setembro	530	01/01/2006"
"2007	Santa Catarina	Setembro	617	01/01/2007"
"2008	Santa Catarina	Setembro	233	01/01/2008"
"2009	Santa Catarina	Setembro	47	01/01/2009"
"2010	Santa Catarina	Setembro	198	01/01/2010"
"2011	Santa Catarina	Setembro	450	01/01/2011"
"2012	Santa Catarina	Setembro	188	01/01/2012"
"2013	Santa Catarina	Setembro	303	01/01/2013"
"2014	Santa Catarina	Setembro	208	01/01/2014"
"2015	Santa Catarina	Setembro	156	01/01/2015"
"2016	Santa Catarina	Setembro	644	01/01/2016"
"2017	Santa Catarina	Setembro	626	01/01/2017"
"1998	Santa Catarina	Outubro	4	01/01/1998"
"1999	Santa Catarina	Outubro	16	01/01/1999"
"2000	Santa Catarina	Outubro	55	01/01/2000"
"2001	Santa Catarina	Outubro	26	01/01/2001"
"2002	Santa Catarina	Outubro	42	01/01/2002"
"2003	Santa Catarina	Outubro	669	01/01/2003"
"2004	Santa Catarina	Outubro	704	01/01/2004"
"2005	Santa Catarina	Outubro	197	01/01/2005"
"2006	Santa Catarina	Outubro	269	01/01/2006"
"2007	Santa Catarina	Outubro	35	01/01/2007"
"2008	Santa Catarina	Outubro	56	01/01/2008"
"2009	Santa Catarina	Outubro	252	01/01/2009"
"2010	Santa Catarina	Outubro	76	01/01/2010"
"2011	Santa Catarina	Outubro	102	01/01/2011"
"2012	Santa Catarina	Outubro	34	01/01/2012"
"2013	Santa Catarina	Outubro	107	01/01/2013"
"2014	Santa Catarina	Outubro	122	01/01/2014"
"2015	Santa Catarina	Outubro	21	01/01/2015"
"2016	Santa Catarina	Outubro	56	01/01/2016"
"2017	Santa Catarina	Outubro	51	01/01/2017"
"1998	Santa Catarina	Novembro	21	01/01/1998"
"1999	Santa Catarina	Novembro	84	01/01/1999"
"2000	Santa Catarina	Novembro	19	01/01/2000"
"2001	Santa Catarina	Novembro	66	01/01/2001"
"2002	Santa Catarina	Novembro	348	01/01/2002"
"2003	Santa Catarina	Novembro	347	01/01/2003"
"2004	Santa Catarina	Novembro	279	01/01/2004"
"2005	Santa Catarina	Novembro	384	01/01/2005"
"2006	Santa Catarina	Novembro	45	01/01/2006"
"2007	Santa Catarina	Novembro	26	01/01/2007"
"2008	Santa Catarina	Novembro	16	01/01/2008"
"2009	Santa Catarina	Novembro	61	01/01/2009"
"2010	Santa Catarina	Novembro	88	01/01/2010"
"2011	Santa Catarina	Novembro	79	01/01/2011"
"2012	Santa Catarina	Novembro	72	01/01/2012"
"2013	Santa Catarina	Novembro	84	01/01/2013"
"2014	Santa Catarina	Novembro	43	01/01/2014"
"2015	Santa Catarina	Novembro	9	01/01/2015"
"2016	Santa Catarina	Novembro	156	01/01/2016"
"2017	Santa Catarina	Novembro	152	01/01/2017"
"1998	Santa Catarina	Dezembro	26	01/01/1998"
"1999	Santa Catarina	Dezembro	89	01/01/1999"
"2000	Santa Catarina	Dezembro	29	01/01/2000"
"2001	Santa Catarina	Dezembro	45	01/01/2001"
"2002	Santa Catarina	Dezembro	76	01/01/2002"
"2003	Santa Catarina	Dezembro	129	01/01/2003"
"2004	Santa Catarina	Dezembro	68	01/01/2004"
"2005	Santa Catarina	Dezembro	17	01/01/2005"
"2006	Santa Catarina	Dezembro	7	01/01/2006"
"2007	Santa Catarina	Dezembro	17	01/01/2007"
"2008	Santa Catarina	Dezembro	29	01/01/2008"
"2009	Santa Catarina	Dezembro	20	01/01/2009"
"2010	Santa Catarina	Dezembro	23	01/01/2010"
"2011	Santa Catarina	Dezembro	24	01/01/2011"
"2012	Santa Catarina	Dezembro	32	01/01/2012"
"2013	Santa Catarina	Dezembro	74	01/01/2013"
"2014	Santa Catarina	Dezembro	45	01/01/2014"
"2015	Santa Catarina	Dezembro	19	01/01/2015"
"2016	Santa Catarina	Dezembro	20	01/01/2016"
"1998	São Paulo	Janeiro	0	01/01/1998"
"1999	São Paulo	Janeiro	7	01/01/1999"
"2000	São Paulo	Janeiro	36	01/01/2000"
"2001	São Paulo	Janeiro	26	01/01/2001"
"2002	São Paulo	Janeiro	19	01/01/2002"
"2003	São Paulo	Janeiro	59	01/01/2003"
"2004	São Paulo	Janeiro	37	01/01/2004"
"2005	São Paulo	Janeiro	26	01/01/2005"
"2006	São Paulo	Janeiro	76	01/01/2006"
"2007	São Paulo	Janeiro	14	01/01/2007"
"2008	São Paulo	Janeiro	34	01/01/2008"
"2009	São Paulo	Janeiro	12	01/01/2009"
"2010	São Paulo	Janeiro	45	01/01/2010"
"2011	São Paulo	Janeiro	75	01/01/2011"
"2012	São Paulo	Janeiro	38	01/01/2012"
"2013	São Paulo	Janeiro	36	01/01/2013"
"2014	São Paulo	Janeiro	99	01/01/2014"
"2015	São Paulo	Janeiro	120	01/01/2015"
"2016	São Paulo	Janeiro	85	01/01/2016"
"2017	São Paulo	Janeiro	28	01/01/2017"
"1998	São Paulo	Fevereiro	0	01/01/1998"
"1999	São Paulo	Fevereiro	47	01/01/1999"
"2000	São Paulo	Fevereiro	25	01/01/2000"
"2001	São Paulo	Fevereiro	25	01/01/2001"
"2002	São Paulo	Fevereiro	19	01/01/2002"
"2003	São Paulo	Fevereiro	137	01/01/2003"
"2004	São Paulo	Fevereiro	41	01/01/2004"
"2005	São Paulo	Fevereiro	78	01/01/2005"
"2006	São Paulo	Fevereiro	59	01/01/2006"
"2007	São Paulo	Fevereiro	96	01/01/2007"
"2008	São Paulo	Fevereiro	30	01/01/2008"
"2009	São Paulo	Fevereiro	65	01/01/2009"
"2010	São Paulo	Fevereiro	152	01/01/2010"
"2011	São Paulo	Fevereiro	73	01/01/2011"
"2012	São Paulo	Fevereiro	81	01/01/2012"
"2013	São Paulo	Fevereiro	100	01/01/2013"
"2014	São Paulo	Fevereiro	112	01/01/2014"
"2015	São Paulo	Fevereiro	69	01/01/2015"
"2016	São Paulo	Fevereiro	188	01/01/2016"
"2017	São Paulo	Fevereiro	107	01/01/2017"
"1998	São Paulo	Março	0	01/01/1998"
"1999	São Paulo	Março	78	01/01/1999"
"2000	São Paulo	Março	26	01/01/2000"
"2001	São Paulo	Março	35	01/01/2001"
"2002	São Paulo	Março	111	01/01/2002"
"2003	São Paulo	Março	86	01/01/2003"
"2004	São Paulo	Março	73	01/01/2004"
"2005	São Paulo	Março	73	01/01/2005"
"2006	São Paulo	Março	106	01/01/2006"
"2007	São Paulo	Março	152	01/01/2007"
"2008	São Paulo	Março	72	01/01/2008"
"2009	São Paulo	Março	55	01/01/2009"
"2010	São Paulo	Março	111	01/01/2010"
"2011	São Paulo	Março	45	01/01/2011"
"2012	São Paulo	Março	99	01/01/2012"
"2013	São Paulo	Março	57	01/01/2013"
"2014	São Paulo	Março	75	01/01/2014"
"2015	São Paulo	Março	68	01/01/2015"
"2016	São Paulo	Março	82	01/01/2016"
"2017	São Paulo	Março	103	01/01/2017"
"1998	São Paulo	Abril	0	01/01/1998"
"1999	São Paulo	Abril	291	01/01/1999"
"2000	São Paulo	Abril	102	01/01/2000"
"2001	São Paulo	Abril	61	01/01/2001"
"2002	São Paulo	Abril	178	01/01/2002"
"2003	São Paulo	Abril	106	01/01/2003"
"2004	São Paulo	Abril	36	01/01/2004"
"2005	São Paulo	Abril	62	01/01/2005"
"2006	São Paulo	Abril	63	01/01/2006"
"2007	São Paulo	Abril	44	01/01/2007"
"2008	São Paulo	Abril	84	01/01/2008"
"2009	São Paulo	Abril	67	01/01/2009"
"2010	São Paulo	Abril	91	01/01/2010"
"2011	São Paulo	Abril	52	01/01/2011"
"2012	São Paulo	Abril	82	01/01/2012"
"2013	São Paulo	Abril	103	01/01/2013"
"2014	São Paulo	Abril	103	01/01/2014"
"2015	São Paulo	Abril	76	01/01/2015"
"2016	São Paulo	Abril	307	01/01/2016"
"2017	São Paulo	Abril	41	01/01/2017"
"1998	São Paulo	Maio	0	01/01/1998"
"1999	São Paulo	Maio	500	01/01/1999"
"2000	São Paulo	Maio	300	01/01/2000"
"2001	São Paulo	Maio	211	01/01/2001"
"2002	São Paulo	Maio	319	01/01/2002"
"2003	São Paulo	Maio	69	01/01/2003"
"2004	São Paulo	Maio	60	01/01/2004"
"2005	São Paulo	Maio	212	01/01/2005"
"2006	São Paulo	Maio	88	01/01/2006"
"2007	São Paulo	Maio	69	01/01/2007"
"2008	São Paulo	Maio	40	01/01/2008"
"2009	São Paulo	Maio	142	01/01/2009"
"2010	São Paulo	Maio	150	01/01/2010"
"2011	São Paulo	Maio	136	01/01/2011"
"2012	São Paulo	Maio	82	01/01/2012"
"2013	São Paulo	Maio	118	01/01/2013"
"2014	São Paulo	Maio	181	01/01/2014"
"2015	São Paulo	Maio	65	01/01/2015"
"2016	São Paulo	Maio	139	01/01/2016"
"2017	São Paulo	Maio	43	01/01/2017"
"1998	São Paulo	Junho	451	01/01/1998"
"1999	São Paulo	Junho	522	01/01/1999"
"2000	São Paulo	Junho	606	01/01/2000"
"2001	São Paulo	Junho	346	01/01/2001"
"2002	São Paulo	Junho	562	01/01/2002"
"2003	São Paulo	Junho	132	01/01/2003"
"2004	São Paulo	Junho	231	01/01/2004"
"2005	São Paulo	Junho	236	01/01/2005"
"2006	São Paulo	Junho	97	01/01/2006"
"2007	São Paulo	Junho	91	01/01/2007"
"2008	São Paulo	Junho	25	01/01/2008"
"2009	São Paulo	Junho	125	01/01/2009"
"2010	São Paulo	Junho	143	01/01/2010"
"2011	São Paulo	Junho	210	01/01/2011"
"2012	São Paulo	Junho	30	01/01/2012"
"2013	São Paulo	Junho	47	01/01/2013"
"2014	São Paulo	Junho	331	01/01/2014"
"2015	São Paulo	Junho	147	01/01/2015"
"2016	São Paulo	Junho	197	01/01/2016"
"2017	São Paulo	Junho	217	01/01/2017"
"1998	São Paulo	Julho	596	01/01/1998"
"1999	São Paulo	Julho	684	01/01/1999"
"2000	São Paulo	Julho	770	01/01/2000"
"2001	São Paulo	Julho	538	01/01/2001"
"2002	São Paulo	Julho	448	01/01/2002"
"2003	São Paulo	Julho	171	01/01/2003"
"2004	São Paulo	Julho	342	01/01/2004"
"2005	São Paulo	Julho	284	01/01/2005"
"2006	São Paulo	Julho	245	01/01/2006"
"2007	São Paulo	Julho	94	01/01/2007"
"2008	São Paulo	Julho	126	01/01/2008"
"2009	São Paulo	Julho	110	01/01/2009"
"2010	São Paulo	Julho	600	01/01/2010"
"2011	São Paulo	Julho	479	01/01/2011"
"2012	São Paulo	Julho	179	01/01/2012"
"2013	São Paulo	Julho	181	01/01/2013"
"2014	São Paulo	Julho	476	01/01/2014"
"2015	São Paulo	Julho	149	01/01/2015"
"2016	São Paulo	Julho	687	01/01/2016"
"2017	São Paulo	Julho	802	01/01/2017"
"1998	São Paulo	Agosto	581	01/01/1998"
"1999	São Paulo	Agosto	1.211	01/01/1999"
"2000	São Paulo	Agosto	915	01/01/2000"
"2001	São Paulo	Agosto	595	01/01/2001"
"2002	São Paulo	Agosto	719	01/01/2002"
"2003	São Paulo	Agosto	934	01/01/2003"
"2004	São Paulo	Agosto	794	01/01/2004"
"2005	São Paulo	Agosto	522	01/01/2005"
"2006	São Paulo	Agosto	572	01/01/2006"
"2007	São Paulo	Agosto	470	01/01/2007"
"2008	São Paulo	Agosto	153	01/01/2008"
"2009	São Paulo	Agosto	289	01/01/2009"
"2010	São Paulo	Agosto	1.809	01/01/2010"
"2011	São Paulo	Agosto	1.067	01/01/2011"
"2012	São Paulo	Agosto	435	01/01/2012"
"2013	São Paulo	Agosto	497	01/01/2013"
"2014	São Paulo	Agosto	1.458	01/01/2014"
"2015	São Paulo	Agosto	643	01/01/2015"
"2016	São Paulo	Agosto	797	01/01/2016"
"2017	São Paulo	Agosto	981	01/01/2017"
"1998	São Paulo	Setembro	525	01/01/1998"
"1999	São Paulo	Setembro	911	01/01/1999"
"2000	São Paulo	Setembro	582	01/01/2000"
"2001	São Paulo	Setembro	425	01/01/2001"
"2002	São Paulo	Setembro	302	01/01/2002"
"2003	São Paulo	Setembro	977	01/01/2003"
"2004	São Paulo	Setembro	809	01/01/2004"
"2005	São Paulo	Setembro	231	01/01/2005"
"2006	São Paulo	Setembro	694	01/01/2006"
"2007	São Paulo	Setembro	495	01/01/2007"
"2008	São Paulo	Setembro	486	01/01/2008"
"2009	São Paulo	Setembro	116	01/01/2009"
"2010	São Paulo	Setembro	1.677	01/01/2010"
"2011	São Paulo	Setembro	1.108	01/01/2011"
"2012	São Paulo	Setembro	813	01/01/2012"
"2013	São Paulo	Setembro	560	01/01/2013"
"2014	São Paulo	Setembro	882	01/01/2014"
"2015	São Paulo	Setembro	368	01/01/2015"
"2016	São Paulo	Setembro	490	01/01/2016"
"2017	São Paulo	Setembro	2.868	01/01/2017"
"1998	São Paulo	Outubro	434	01/01/1998"
"1999	São Paulo	Outubro	763	01/01/1999"
"2000	São Paulo	Outubro	647	01/01/2000"
"2001	São Paulo	Outubro	444	01/01/2001"
"2002	São Paulo	Outubro	733	01/01/2002"
"2003	São Paulo	Outubro	422	01/01/2003"
"2004	São Paulo	Outubro	195	01/01/2004"
"2005	São Paulo	Outubro	221	01/01/2005"
"2006	São Paulo	Outubro	153	01/01/2006"
"2007	São Paulo	Outubro	281	01/01/2007"
"2008	São Paulo	Outubro	87	01/01/2008"
"2009	São Paulo	Outubro	64	01/01/2009"
"2010	São Paulo	Outubro	260	01/01/2010"
"2011	São Paulo	Outubro	188	01/01/2011"
"2012	São Paulo	Outubro	206	01/01/2012"
"2013	São Paulo	Outubro	127	01/01/2013"
"2014	São Paulo	Outubro	887	01/01/2014"
"2015	São Paulo	Outubro	213	01/01/2015"
"2016	São Paulo	Outubro	177	01/01/2016"
"2017	São Paulo	Outubro	179	01/01/2017"
"1998	São Paulo	Novembro	488	01/01/1998"
"1999	São Paulo	Novembro	398	01/01/1999"
"2000	São Paulo	Novembro	96	01/01/2000"
"2001	São Paulo	Novembro	168	01/01/2001"
"2002	São Paulo	Novembro	72	01/01/2002"
"2003	São Paulo	Novembro	155	01/01/2003"
"2004	São Paulo	Novembro	144	01/01/2004"
"2005	São Paulo	Novembro	163	01/01/2005"
"2006	São Paulo	Novembro	43	01/01/2006"
"2007	São Paulo	Novembro	50	01/01/2007"
"2008	São Paulo	Novembro	20	01/01/2008"
"2009	São Paulo	Novembro	83	01/01/2009"
"2010	São Paulo	Novembro	104	01/01/2010"
"2011	São Paulo	Novembro	87	01/01/2011"
"2012	São Paulo	Novembro	50	01/01/2012"
"2013	São Paulo	Novembro	120	01/01/2013"
"2014	São Paulo	Novembro	56	01/01/2014"
"2015	São Paulo	Novembro	21	01/01/2015"
"2016	São Paulo	Novembro	39	01/01/2016"
"2017	São Paulo	Novembro	37	01/01/2017"
"1998	São Paulo	Dezembro	121	01/01/1998"
"1999	São Paulo	Dezembro	47	01/01/1999"
"2000	São Paulo	Dezembro	23	01/01/2000"
"2001	São Paulo	Dezembro	52	01/01/2001"
"2002	São Paulo	Dezembro	57	01/01/2002"
"2003	São Paulo	Dezembro	58	01/01/2003"
"2004	São Paulo	Dezembro	102	01/01/2004"
"2005	São Paulo	Dezembro	15	01/01/2005"
"2006	São Paulo	Dezembro	13	01/01/2006"
"2007	São Paulo	Dezembro	21	01/01/2007"
"2008	São Paulo	Dezembro	36	01/01/2008"
"2009	São Paulo	Dezembro	37	01/01/2009"
"2010	São Paulo	Dezembro	52	01/01/2010"
"2011	São Paulo	Dezembro	53	01/01/2011"
"2012	São Paulo	Dezembro	64	01/01/2012"
"2013	São Paulo	Dezembro	109	01/01/2013"
"2014	São Paulo	Dezembro	57	01/01/2014"
"2015	São Paulo	Dezembro	45	01/01/2015"
"2016	São Paulo	Dezembro	47	01/01/2016"
"1998	Sergipe	Janeiro	0	01/01/1998"
"1999	Sergipe	Janeiro	36	01/01/1999"
"2000	Sergipe	Janeiro	1	01/01/2000"
"2001	Sergipe	Janeiro	2	01/01/2001"
"2002	Sergipe	Janeiro	1	01/01/2002"
"2003	Sergipe	Janeiro	198	01/01/2003"
"2004	Sergipe	Janeiro	16	01/01/2004"
"2005	Sergipe	Janeiro	80	01/01/2005"
"2006	Sergipe	Janeiro	36	01/01/2006"
"2007	Sergipe	Janeiro	56	01/01/2007"
"2008	Sergipe	Janeiro	100	01/01/2008"
"2009	Sergipe	Janeiro	60	01/01/2009"
"2010	Sergipe	Janeiro	29	01/01/2010"
"2011	Sergipe	Janeiro	36	01/01/2011"
"2012	Sergipe	Janeiro	39	01/01/2012"
"2013	Sergipe	Janeiro	34	01/01/2013"
"2014	Sergipe	Janeiro	20	01/01/2014"
"2015	Sergipe	Janeiro	44	01/01/2015"
"2016	Sergipe	Janeiro	9	01/01/2016"
"2017	Sergipe	Janeiro	31	01/01/2017"
"1998	Sergipe	Fevereiro	0	01/01/1998"
"1999	Sergipe	Fevereiro	25	01/01/1999"
"2000	Sergipe	Fevereiro	6	01/01/2000"
"2001	Sergipe	Fevereiro	2	01/01/2001"
"2002	Sergipe	Fevereiro	6	01/01/2002"
"2003	Sergipe	Fevereiro	50	01/01/2003"
"2004	Sergipe	Fevereiro	10	01/01/2004"
"2005	Sergipe	Fevereiro	19	01/01/2005"
"2006	Sergipe	Fevereiro	36	01/01/2006"
"2007	Sergipe	Fevereiro	22	01/01/2007"
"2008	Sergipe	Fevereiro	67	01/01/2008"
"2009	Sergipe	Fevereiro	64	01/01/2009"
"2010	Sergipe	Fevereiro	33	01/01/2010"
"2011	Sergipe	Fevereiro	31	01/01/2011"
"2012	Sergipe	Fevereiro	34	01/01/2012"
"2013	Sergipe	Fevereiro	47	01/01/2013"
"2014	Sergipe	Fevereiro	18	01/01/2014"
"2015	Sergipe	Fevereiro	40	01/01/2015"
"2016	Sergipe	Fevereiro	22	01/01/2016"
"2017	Sergipe	Fevereiro	18	01/01/2017"
"1998	Sergipe	Março	0	01/01/1998"
"1999	Sergipe	Março	18	01/01/1999"
"2000	Sergipe	Março	6	01/01/2000"
"2001	Sergipe	Março	1	01/01/2001"
"2002	Sergipe	Março	7	01/01/2002"
"2003	Sergipe	Março	62	01/01/2003"
"2004	Sergipe	Março	36	01/01/2004"
"2005	Sergipe	Março	28	01/01/2005"
"2006	Sergipe	Março	41	01/01/2006"
"2007	Sergipe	Março	2	01/01/2007"
"2008	Sergipe	Março	43	01/01/2008"
"2009	Sergipe	Março	29	01/01/2009"
"2010	Sergipe	Março	44	01/01/2010"
"2011	Sergipe	Março	47	01/01/2011"
"2012	Sergipe	Março	71	01/01/2012"
"2013	Sergipe	Março	67	01/01/2013"
"2014	Sergipe	Março	33	01/01/2014"
"2015	Sergipe	Março	49	01/01/2015"
"2016	Sergipe	Março	26	01/01/2016"
"2017	Sergipe	Março	16	01/01/2017"
"1998	Sergipe	Abril	0	01/01/1998"
"1999	Sergipe	Abril	6	01/01/1999"
"2000	Sergipe	Abril	1	01/01/2000"
"2001	Sergipe	Abril	0	01/01/2001"
"2002	Sergipe	Abril	12	01/01/2002"
"2003	Sergipe	Abril	48	01/01/2003"
"2004	Sergipe	Abril	13	01/01/2004"
"2005	Sergipe	Abril	8	01/01/2005"
"2006	Sergipe	Abril	9	01/01/2006"
"2007	Sergipe	Abril	1	01/01/2007"
"2008	Sergipe	Abril	2	01/01/2008"
"2009	Sergipe	Abril	19	01/01/2009"
"2010	Sergipe	Abril	1	01/01/2010"
"2011	Sergipe	Abril	12	01/01/2011"
"2012	Sergipe	Abril	40	01/01/2012"
"2013	Sergipe	Abril	15	01/01/2013"
"2014	Sergipe	Abril	7	01/01/2014"
"2015	Sergipe	Abril	35	01/01/2015"
"2016	Sergipe	Abril	14	01/01/2016"
"2017	Sergipe	Abril	8	01/01/2017"
"1998	Sergipe	Maio	0	01/01/1998"
"1999	Sergipe	Maio	0	01/01/1999"
"2000	Sergipe	Maio	0	01/01/2000"
"2001	Sergipe	Maio	3	01/01/2001"
"2002	Sergipe	Maio	0	01/01/2002"
"2003	Sergipe	Maio	2	01/01/2003"
"2004	Sergipe	Maio	5	01/01/2004"
"2005	Sergipe	Maio	0	01/01/2005"
"2006	Sergipe	Maio	0	01/01/2006"
"2007	Sergipe	Maio	0	01/01/2007"
"2008	Sergipe	Maio	0	01/01/2008"
"2009	Sergipe	Maio	0	01/01/2009"
"2010	Sergipe	Maio	0	01/01/2010"
"2011	Sergipe	Maio	0	01/01/2011"
"2012	Sergipe	Maio	17	01/01/2012"
"2013	Sergipe	Maio	1	01/01/2013"
"2014	Sergipe	Maio	1	01/01/2014"
"2015	Sergipe	Maio	11	01/01/2015"
"2016	Sergipe	Maio	9	01/01/2016"
"2017	Sergipe	Maio	1	01/01/2017"
"1998	Sergipe	Junho	0	01/01/1998"
"1999	Sergipe	Junho	0	01/01/1999"
"2000	Sergipe	Junho	0	01/01/2000"
"2001	Sergipe	Junho	0	01/01/2001"
"2002	Sergipe	Junho	0	01/01/2002"
"2003	Sergipe	Junho	0	01/01/2003"
"2004	Sergipe	Junho	0	01/01/2004"
"2005	Sergipe	Junho	0	01/01/2005"
"2006	Sergipe	Junho	0	01/01/2006"
"2007	Sergipe	Junho	0	01/01/2007"
"2008	Sergipe	Junho	0	01/01/2008"
"2009	Sergipe	Junho	2	01/01/2009"
"2010	Sergipe	Junho	0	01/01/2010"
"2011	Sergipe	Junho	1	01/01/2011"
"2012	Sergipe	Junho	3	01/01/2012"
"2013	Sergipe	Junho	1	01/01/2013"
"2014	Sergipe	Junho	0	01/01/2014"
"2015	Sergipe	Junho	3	01/01/2015"
"2016	Sergipe	Junho	1	01/01/2016"
"2017	Sergipe	Junho	0	01/01/2017"
"1998	Sergipe	Julho	0	01/01/1998"
"1999	Sergipe	Julho	0	01/01/1999"
"2000	Sergipe	Julho	0	01/01/2000"
"2001	Sergipe	Julho	0	01/01/2001"
"2002	Sergipe	Julho	0	01/01/2002"
"2003	Sergipe	Julho	0	01/01/2003"
"2004	Sergipe	Julho	0	01/01/2004"
"2005	Sergipe	Julho	0	01/01/2005"
"2006	Sergipe	Julho	0	01/01/2006"
"2007	Sergipe	Julho	0	01/01/2007"
"2008	Sergipe	Julho	0	01/01/2008"
"2009	Sergipe	Julho	0	01/01/2009"
"2010	Sergipe	Julho	0	01/01/2010"
"2011	Sergipe	Julho	0	01/01/2011"
"2012	Sergipe	Julho	1	01/01/2012"
"2013	Sergipe	Julho	0	01/01/2013"
"2014	Sergipe	Julho	0	01/01/2014"
"2015	Sergipe	Julho	0	01/01/2015"
"2016	Sergipe	Julho	0	01/01/2016"
"2017	Sergipe	Julho	0	01/01/2017"
"1998	Sergipe	Agosto	0	01/01/1998"
"1999	Sergipe	Agosto	0	01/01/1999"
"2000	Sergipe	Agosto	0	01/01/2000"
"2001	Sergipe	Agosto	0	01/01/2001"
"2002	Sergipe	Agosto	2	01/01/2002"
"2003	Sergipe	Agosto	0	01/01/2003"
"2004	Sergipe	Agosto	0	01/01/2004"
"2005	Sergipe	Agosto	0	01/01/2005"
"2006	Sergipe	Agosto	0	01/01/2006"
"2007	Sergipe	Agosto	0	01/01/2007"
"2008	Sergipe	Agosto	0	01/01/2008"
"2009	Sergipe	Agosto	0	01/01/2009"
"2010	Sergipe	Agosto	0	01/01/2010"
"2011	Sergipe	Agosto	1	01/01/2011"
"2012	Sergipe	Agosto	0	01/01/2012"
"2013	Sergipe	Agosto	0	01/01/2013"
"2014	Sergipe	Agosto	0	01/01/2014"
"2015	Sergipe	Agosto	0	01/01/2015"
"2016	Sergipe	Agosto	6	01/01/2016"
"2017	Sergipe	Agosto	0	01/01/2017"
"1998	Sergipe	Setembro	0	01/01/1998"
"1999	Sergipe	Setembro	0	01/01/1999"
"2000	Sergipe	Setembro	0	01/01/2000"
"2001	Sergipe	Setembro	1	01/01/2001"
"2002	Sergipe	Setembro	0	01/01/2002"
"2003	Sergipe	Setembro	3	01/01/2003"
"2004	Sergipe	Setembro	0	01/01/2004"
"2005	Sergipe	Setembro	2	01/01/2005"
"2006	Sergipe	Setembro	0	01/01/2006"
"2007	Sergipe	Setembro	0	01/01/2007"
"2008	Sergipe	Setembro	0	01/01/2008"
"2009	Sergipe	Setembro	1	01/01/2009"
"2010	Sergipe	Setembro	0	01/01/2010"
"2011	Sergipe	Setembro	0	01/01/2011"
"2012	Sergipe	Setembro	1	01/01/2012"
"2013	Sergipe	Setembro	1	01/01/2013"
"2014	Sergipe	Setembro	4	01/01/2014"
"2015	Sergipe	Setembro	1	01/01/2015"
"2016	Sergipe	Setembro	2	01/01/2016"
"2017	Sergipe	Setembro	0	01/01/2017"
"1998	Sergipe	Outubro	0	01/01/1998"
"1999	Sergipe	Outubro	0	01/01/1999"
"2000	Sergipe	Outubro	3	01/01/2000"
"2001	Sergipe	Outubro	5	01/01/2001"
"2002	Sergipe	Outubro	20	01/01/2002"
"2003	Sergipe	Outubro	2	01/01/2003"
"2004	Sergipe	Outubro	3	01/01/2004"
"2005	Sergipe	Outubro	11	01/01/2005"
"2006	Sergipe	Outubro	3	01/01/2006"
"2007	Sergipe	Outubro	3	01/01/2007"
"2008	Sergipe	Outubro	0	01/01/2008"
